version,date,description
b9911,2026-07-08T06:58:47Z,"CUDA: Fuse MMVQ post-scale for NVFP4 (#24481) | CUDA: Fuse MMVQ for NVFP4 and BS 1 TODO: 1. Add tests to test-backend-ops (did verify correctness manually for one model) 2. Reorder bias/scale once PRs for NVFP4 are merged/landed | Add dense MMVQ fusion as well Perf numbers on B4500. Note qwen35 is FP8->Q8 | ./scripts/compare-llama-bench.py -b master -c osimons/nvfp4_fuse_mmvq --tool llama-bench -i llama-bench.sqlite | Model | Test | t/s master | t/s osimons/nvfp4_fuse_mmvq | Speedup | |:-------------------------|:-------------|-------------:|------------------------------:|----------:| | qwen35moe 35B.A3B NVFP4 | tg128@d32768 | 150.15 | 156.29 | 1.04 | | qwen35moe 35B.A3B Q4_K_M | tg128@d32768 | 157.91 | 157.64 | 1.00 | Perf numbers on DGX Spark | ./scripts/compare-llama-bench.py -b master -c osimons/nvfp4_fuse_mmvq --tool llama-bench -i llama-bench.sqlite | Model | Test | t/s master | t/s osimons/nvfp4_fuse_mmvq | Speedup | |:-------------------------|:-------------|-------------:|------------------------------:|----------:| | qwen35moe 35B.A3B NVFP4 | tg128@d32768 | 58.31 | 59.69 | 1.02 | | qwen35moe 35B.A3B Q4_K_M | tg128@d32768 | 54.94 | 54.79 | 1.00 | | Add tests for the added fusion ops | Cleanup test-backend-ops | Cleanup ggml-cuda/mmvq 1. Unrestrict post-scale fusion 2. Rename names accordingly 3. Remove env variable to disable fusion | Merge old mul_mat patterns into the lane-based approach | Enable fusion for MoE in shared MMVQ | Restrict scale_view_nodes, enroll MM + ADD into lane-matcher | Refactor mmvq loads, still does not help non-nvfp4 kernels | Restrict scale-fusion to NVFP4 This is necessary, as the prolog is quite heavy in GEMV for some quants/model configs, leading to net perf regression. We should really be looking to refactor this such that ratio of prologue/hot-loop/epilogue is better on the hot-loop front: | ./scripts/compare-llama-bench.py -b master -c c1b9381d327e063cc846b46b59708444b66dc4d8 --tool llama-bench -i llama-bench.sqlite | CPU | Model | Test | t/s master | t/s c1b9381d3 | Speedup | |:----------------------------|:-------------------------|:-------------|-------------:|----------------:|----------:| | INTEL(R) XEON(R) GOLD 6542Y | gemma4 26B.A4B NVFP4 | tg128@d32768 | 151.70 | 154.32 | 1.02 | | INTEL(R) XEON(R) GOLD 6542Y | gemma4 26B.A4B Q4_K_M | tg128@d32768 | 187.95 | 185.73 | 0.99 | | INTEL(R) XEON(R) GOLD 6542Y | gpt-oss 20B MXFP4 MoE | tg128@d32768 | 304.62 | 300.69 | 0.99 | | INTEL(R) XEON(R) GOLD 6542Y | qwen35moe 35B.A3B NVFP4 | tg128@d32768 | 193.72 | 211.99 | 1.09 | | INTEL(R) XEON(R) GOLD 6542Y | qwen35moe 35B.A3B Q4_K_M | tg128@d32768 | 217.76 | 218.15 | 1.00 | Reorder scale & bias-add to adhere to #24331 | Restrict lane scale to NVFP4 Don't need to test unfused combinations | Cleanup | Merge single-lane mm-fusion helpers | Refactor and clean-up host-side fusion logic | Move gate_bias and scale into the same active-thread guard Latest perf numbers: B6000 build: 5b7d9f272 (9578) | ./scripts/compare-llama-bench.py -b master -c osimons/nvfp4_fuse_mmvq --tool llama-bench -i llama-bench.sqlite | CPU | Model | Test | t/s master | t/s osimons/nvfp4_fuse_mmvq | Speedup | |:----------------------------|:-------------------------|:-------------|-------------:|------------------------------:|----------:| | INTEL(R) XEON(R) GOLD 6542Y | gemma4 26B.A4B NVFP4 | tg128@d32768 | 151.79 | 154.10 | 1.02 | | INTEL(R) XEON(R) GOLD 6542Y | gemma4 26B.A4B Q4_K_M | tg128@d32768 | 187.90 | 187.27 | 1.00 | | INTEL(R) XEON(R) GOLD 6542Y | gpt-oss 20B MXFP4 MoE | tg128@d32768 | 303.77 | 306.56 | 1.01 | | INTEL(R) XEON(R) GOLD 6542Y | qwen35moe 35B.A3B NVFP4 | tg128@d32768 | 193.41 | 207.99 | 1.08 | | INTEL(R) XEON(R) GOLD 6542Y | qwen35moe 35B.A3B Q4_K_M | tg128@d32768 | 217.60 | 218.58 | 1.00 | DGX Spark build: 5b7d9f272 (9578) | ./scripts/compare-llama-bench.py -b master -c osimons/nvfp4_fuse_mmvq --tool llama-bench -i llama-bench.sqlite | CPU | Model | Test | t/s master | t/s osimons/nvfp4_fuse_mmvq | Speedup | |:------|:-------------------------|:-------------|-------------:|------------------------------:|----------:| | CPU | gemma4 26B.A4B NVFP4 | tg128@d32768 | 34.61 | 34.84 | 1.01 | | CPU | gemma4 26B.A4B Q4_K_M | tg128@d32768 | 46.95 | 46.90 | 1.00 | | CPU | gpt-oss 20B MXFP4 MoE | tg128@d32768 | 64.84 | 64.62 | 1.00 | | CPU | qwen35moe 35B.A3B NVFP4 | tg128@d32768 | 59.63 | 60.72 | 1.02 | | CPU | qwen35moe 35B.A3B Q4_K_M | tg128@d32768 | 56.53 | 56.55 | 1.00 | PPL values for 5 chunks: this PR model mode ppl uncertainty log /mnt/share/gguf/unsloth/Qwen3.6-35B-A3B-GGUF/Qwen3.6-35B-A3B-UD-Q4_K_M.gguf fusion_enabled 5.2892 0.35389 ppl-value-checks/Qwen3.6-35B-A3B-UD-Q4_K_M.fusion_enabled.log /mnt/share/gguf/unsloth/Qwen3.6-35B-A3B-GGUF/Qwen3.6-35B-A3B-UD-Q4_K_M.gguf fusion_disabled 5.2742 0.35215 ppl-value-checks/Qwen3.6-35B-A3B-UD-Q4_K_M.fusion_disabled.log /mnt/share/gguf/nvidia/Qwen3.6-35B-A3B-2.06GB-per-token-CT/Qwen3.6-35B-A3B-2.06GB-per-token-CT_fp8_q8.gguf fusion_enabled 5.4487 0.36866 ppl-value-checks/Qwen3.6-35B-A3B-2.06GB-per-token-CT_fp8_q8.fusion_enabled.log /mnt/share/gguf/nvidia/Qwen3.6-35B-A3B-2.06GB-per-token-CT/Qwen3.6-35B-A3B-2.06GB-per-token-CT_fp8_q8.gguf fusion_disabled 5.4403 0.36782 ppl-value-checks/Qwen3.6-35B-A3B-2.06GB-per-token-CT_fp8_q8.fusion_disabled.log /mnt/share/gguf/nvidia/Gemma-4-26B-A4B-NVFP4/Gemma-4-26B-A4B-NVFP4_fp8_q8.gguf fusion_enabled 17342.4348 3703.13932 ppl-value-checks/Gemma-4-26B-A4B-NVFP4_fp8_q8.fusion_enabled.log /mnt/share/gguf/nvidia/Gemma-4-26B-A4B-NVFP4/Gemma-4-26B-A4B-NVFP4_fp8_q8.gguf fusion_disabled 18627.0624 3998.42475 ppl-value-checks/Gemma-4-26B-A4B-NVFP4_fp8_q8.fusion_disabled.log /mnt/share/gguf/ggml-org/gpt-oss-20b-GGUF/gpt-oss-20b-mxfp4.gguf fusion_enabled 363.8913 33.14007 ppl-value-checks/gpt-oss-20b-mxfp4.fusion_enabled.log /mnt/share/gguf/ggml-org/gpt-oss-20b-GGUF/gpt-oss-20b-mxfp4.gguf fusion_disabled 363.8913 33.14007 ppl-value-checks/gpt-oss-20b-mxfp4.fusion_disabled.log /mnt/share/gguf/unsloth/gemma-4-26B-A4B-it-GGUF/gemma-4-26B-A4B-it-UD-Q4_K_XL.gguf fusion_enabled 17330.3926 3716.70472 ppl-value-checks/gemma-4-26B-A4B-it-UD-Q4_K_XL.fusion_enabled.log /mnt/share/gguf/unsloth/gemma-4-26B-A4B-it-GGUF/gemma-4-26B-A4B-it-UD-Q4_K_XL.gguf fusion_disabled 17933.9524 3883.17066 ppl-value-checks/gemma-4-26B-A4B-it-UD-Q4_K_XL.fusion_disabled.log master: summary: ppl-value-checks/summary.tsv model mode ppl uncertainty log /mnt/share/gguf/unsloth/Qwen3.6-35B-A3B-GGUF/Qwen3.6-35B-A3B-UD-Q4_K_M.gguf fusion_enabled 5.2892 0.35389 ppl-value-checks/Qwen3.6-35B-A3B-UD-Q4_K_M.fusion_enabled.log /mnt/share/gguf/unsloth/Qwen3.6-35B-A3B-GGUF/Qwen3.6-35B-A3B-UD-Q4_K_M.gguf fusion_disabled 5.2742 0.35215 ppl-value-checks/Qwen3.6-35B-A3B-UD-Q4_K_M.fusion_disabled.log /mnt/share/gguf/nvidia/Qwen3.6-35B-A3B-2.06GB-per-token-CT/Qwen3.6-35B-A3B-2.06GB-per-token-CT_fp8_q8.gguf fusion_enabled 5.4487 0.36866 ppl-value-checks/Qwen3.6-35B-A3B-2.06GB-per-token-CT_fp8_q8.fusion_enabled.log /mnt/share/gguf/nvidia/Qwen3.6-35B-A3B-2.06GB-per-token-CT/Qwen3.6-35B-A3B-2.06GB-per-token-CT_fp8_q8.gguf fusion_disabled 5.4403 0.36782 ppl-value-checks/Qwen3.6-35B-A3B-2.06GB-per-token-CT_fp8_q8.fusion_disabled.log /mnt/share/gguf/nvidia/Gemma-4-26B-A4B-NVFP4/Gemma-4-26B-A4B-NVFP4_fp8_q8.gguf fusion_enabled 17342.4348 3703.13932 ppl-value-checks/Gemma-4-26B-A4B-NVFP4_fp8_q8.fusion_enabled.log /mnt/share/gguf/nvidia/Gemma-4-26B-A4B-NVFP4/Gemma-4-26B-A4B-NVFP4_fp8_q8.gguf fusion_disabled 18627.0624 3998.42475 ppl-value-checks/Gemma-4-26B-A4B-NVFP4_fp8_q8.fusion_disabled.log /mnt/share/gguf/ggml-org/gpt-oss-20b-GGUF/gpt-oss-20b-mxfp4.gguf fusion_enabled 363.8913 33.14007 ppl-value-checks/gpt-oss-20b-mxfp4.fusion_enabled.log /mnt/share/gguf/ggml-org/gpt-oss-20b-GGUF/gpt-oss-20b-mxfp4.gguf fusion_disabled 363.8913 33.14007 ppl-value-checks/gpt-oss-20b-mxfp4.fusion_disabled.log /mnt/share/gguf/unsloth/gemma-4-26B-A4B-it-GGUF/gemma-4-26B-A4B-it-UD-Q4_K_XL.gguf fusion_enabled 17330.3926 3716.70472 ppl-value-checks/gemma-4-26B-A4B-it-UD-Q4_K_XL.fusion_enabled.log /mnt/share/gguf/unsloth/gemma-4-26B-A4B-it-GGUF/gemma-4-26B-A4B-it-UD-Q4_K_XL.gguf fusion_disabled 17933.9524 3883.17066 ppl-value-checks/gemma-4-26B-A4B-it-UD-Q4_K_XL.fusion_disabled.log | Allow views to weights in ggml_can_fuse_subgraph | Remove gate_first from test_mul_mat_vec_fusion | Ditch lane-parsing approach in favor of hard-coded patterns | Apply suggestions from code review Co-authored-by: Georgi Gerganov | Rename ggml_is_constant_view_src to ggml_is_constant | Finish renaming of 0905129e9d12e2bc6f16d6d3cc4e6b40606fc893 | Readd descriptive prints for fusion debugging | Add weight-buffer pre-allocation to `test_case` This is required so we correctly test fusion of NVFP4. | Update ggml/src/ggml.c Co-authored-by: Johannes Gäßler | Add 2nd context for weights as suggested by @JohannesGaessler This reflects more natural use of ggml compared to artifically pre-allocating weights into the same context | Exclude fused tests from gradient mode I'm unsure of the current state, but naively every fusion pattern should require its own backpropagation implementation. I don't see these implemented for the CUDA backend, so we can disable tests to avoid triggering GGML_ASSERT for ggml_tensor * build_graph(ggml_context * ctx) override { GGML_ASSERT(!use_weight_context()); return build_graph(ctx, nullptr); } | Apply suggestions from code review Co-authored-by: Johannes Gäßler --------- Co-authored-by: Georgi Gerganov Co-authored-by: Johannes Gäßler"
b9910,2026-07-08T04:25:04Z,"server : fix draft model fit vs load inconsistency (#25056) | fix: draft model fit vs load inconsistency | refactor(server): unify draft/mtp parameter initialization, model, and context load | moves speculative init to speculative.cpp | changes server_context_impl model_dft and ctx_dft to use raw pointers | fix: don't throttle progress callback when loading draft model | refactor: rename draft model/ctx load method | fix: valign"
b9909,2026-07-08T03:31:58Z,server : add timings and progress to /responses API stream (#25348)
b9908,2026-07-08T02:53:37Z,"server: enforce prompt cache RAM limit (#25070) Before this commit, --cache-ram was not a hard limit: | The cache always kept at least one entry, even if that entry exceeded the RAM/token limits. | Old entries were only evicted for the RAM/token limits after saving the new one, which could cause the cache to temporarily exceed the RAM/token limits even if individual entries were below the limit. Now, ensure that the RAM limit is strict with these changes: | Skip saving state to cache if by itself it exceeds the RAM limit. | Evict old entries as necessary to make the new entry fit. Additionally, token-limit cleanup may now evict the last remaining cache entry instead of always preserving one."
b9907,2026-07-08T02:22:07Z,common : add missing include in common.h (#25220) Signed-off-by: zhangrunda
b9906,2026-07-08T01:49:38Z,"ggml-hip : add -fno-finite-math-only alongside -ffast-math (#25373) -ffast-math implies -ffinite-math-only under ROCm/clang 22, which disables INFINITY/NaN and triggers -Wnan-infinity-disabled (errors under -Werror in CI). Re-enable infinity handling without dropping the rest of fast-math. Fixes #25361"
b9905,2026-07-08T00:23:39Z,llama: fix quantized kv-cache for dsv4 (#25202)
b9904,2026-07-07T23:49:10Z,[SYCL] fix unsupported UT cases of CONT & CPY (#25231) | fix unsupported UT cases of CONT & CPY | update ops.md | rm unused head file
b9902,2026-07-07T17:15:46Z,"[SYCL] support OP cross_entropy_loss, cross_entropy_loss_back (#25236) | support OP cross_entropy_loss, cross_entropy_loss_back | correct format issue"
b9901,2026-07-07T16:41:39Z,"sycl : set K_QUANTS_PER_ITERATION to 1 on DMMV path (#25063) | sycl: add supported types to ggml_sycl_supports_reorder_dmmv The reordered feature is implemented in ggml_sycl_op_dequantize_mul_mat_vec, but gated by ggml_sycl_supports_reorder_dmmv. This commit fixes the gate. Signed-off-by: Todd Malsbary | sycl: set K_QUANTS_PER_ITERATION=1 to improve utilization When combined with opening the reorder gate, this improves GPU utilization on B70, giving a significant boost to tg t/s. Signed-off-by: Todd Malsbary | sycl: replace QK_WARP_SIZE with WARP_SIZE for QK_5 Signed-off-by: Todd Malsbary | sycl: add missing types to ggml_backend_sycl_buffer_init_tensor Without this, the extra field is not allocated and the reorder path will not take effect. Signed-off-by: Todd Malsbary --------- Signed-off-by: Todd Malsbary"
b9899,2026-07-07T15:19:10Z,sycl : enhance argsort to support all UT cases (#25125)
b9898,2026-07-07T14:18:45Z,sycl : use sycl func to fix AOT double type issue (#25081)
b9897,2026-07-07T13:21:38Z,"sycl : rename the env vars from ""disable"" to ""enable"" (#25042)"
b9895,2026-07-07T09:36:32Z,speculative : fix out-of-bounds read in ngram-map on prompt shrink (#23936) | speculative : fix out-of-bounds read in ngram-map on prompt shrink | speculative : fix ngram-map cleanup cutoff after prompt shrink
b9894,2026-07-07T05:30:42Z,vulkan : check src0 type in GGML_OP_SET_ROWS to avoid failures due to unimplemented f16 support (#25351) | vulkan : check src0 type in GGML_OP_SET_ROWS to avoid failures due to unimplemented f16 support | chore : get rid of else --------- Co-authored-by: Stanisław Szymczyk
b9893,2026-07-07T03:38:16Z,"opencl: general flash attention decode performance optimizations (#25366) | opencl: vec flash-attention decode kernels for f16/q8_0/q4_0 KV | opencl: improve non FA KQ mv kernels | opencl: tweaks for multiquery FA | opencl: some tweaks for FA q1 kernels | opencl: FA with DK=DV=512 for gemma-4 | opencl: various fixes | opencl: cleanup | opencl: fix FA decode crash for DK=512 (gemma-4) The DK=512 decode-only program does not create the f32_f16 prefill kernel, so the compiled check in ensure_fa_variant never hit and supports_op gave inconsistent answers for the same op. block_n is also unset for DK=512 decode; guard it to avoid an out-of-range read at dispatch. | opencl: run DK=512 FA decode on CPU DK=512 decode is bandwidth-bound and faster on the CPU than the GPU, increasingly so with depth. Decline it in supports_op; prefill stays on the GPU. | opencl: compile MQ_GQA=8 FA kernels in a minimal program The full program compiled with -D MQ_GQA=8 runs the Adreno compiler out of memory at DK>=256. Only the vec_mq kernels are used from this program, so compile it with FA_MQ_ONLY, which excludes everything else. Also include the program name in the compile error log. | opencl: remove stray token in flash_attn_f32_f16.cl A stray ""."" broke the f32_f16 program build. | opencl: split f16-KV FA decode finer (FD_KV_PER_SPLIT_F16) The 2048 default under-fills the GPU on single-query f16-KV decode; use 512 for f16 KV to get more splits. Quantized KV keeps 2048. --------- Co-authored-by: Li He"
b9892,2026-07-06T22:05:59Z,common: Set optimal default thread count for ppc (linux as well as AIX) (#25237)
b9891,2026-07-06T21:23:00Z,"metal: add col2im_1d op (f32/f16/bf16) (#25176) | metal: add col2im_1d op (f32/f16/bf16) Gather kernel mirroring the CPU/CUDA path: each output (t_out, oc) reads its ceil(K/s0) source columns with an F32 accumulator, a single write and no atomics. One thread per output element, 256 per threadgroup. | metal: check dst contiguity and type match in supports_op for COL2IM_1D Align the GGML_OP_COL2IM_1D predicate with the CPU, CUDA, and Vulkan backends: the kernel writes dst with linear indexing and assumes the same type as src0, so supports_op must also require a contiguous dst and op->type == op->src[0]->type. | Update ggml/src/ggml-metal/ggml-metal.metal Co-authored-by: YiChen Lv --------- Co-authored-by: YiChen Lv"
b9890,2026-07-06T20:45:35Z,"CUDA: remove -sm row, refactor cuBLAS (#24216) | CUDA: remove -sm row, refactor cuBLAS | fix CDNA + BF16 logic | fix bad return | fix src0 strides, contiguous requirements | fix GGML_CUDA_FORCE_CUBLAS | fix casts to BF16"
b9888,2026-07-06T14:57:29Z,CUDA: extend K-type validation to V-types for flash attention (#24403) | CUDA: extend K-type validation to V-types for flash attention | reorder
b9886,2026-07-06T11:47:00Z,ggml-cpu: use UE4M3 LUT in ARM NVFP4 dot product (#25331)
b9885,2026-07-06T11:04:44Z,"ggml-cpu: Enable tiled matmul on AIX (#25199) The matmul_tiled path uses large local stack buffers for A_pack and B_pack. On AIX this can trigger a segmentation fault, so reduce the buffer footprint there to keep the tiled path usable. Performance Impact: ~ 2x gains in PP_Speed for FP32, Q4_0 and Q8_0 models tested with llama-bench, llama-batched-bench and llama-cli. Models used: Llama3.2 3b Instruct F32, qwen 2.5 3b Q4_0 and Q8_0"
b9884,2026-07-06T09:35:57Z,vulkan: fix 32-bit integer overflow in CEIL_DIV (#25245)
b9882,2026-07-06T09:01:29Z,scripts : use HF_TOKEN when downloading UI assets (#25280) Signed-off-by: Adrien Gallouët
b9881,2026-07-06T08:23:11Z,ggml-hip: enable -ffast-math for HIP builds (#23862)
b9878,2026-07-05T19:43:25Z,"Fix stale tensor-split params for draft models (#24814) | meta: fix tensor split metadata for GQA attention | Tidied the code a bit to match existing style | Revert ""Tidied the code a bit to match existing style"" This reverts commit b90c6c6300091fe09e2350a3d4edcfcf15db8d2e. | Reverted the ggml-backend-meta asset hack."
b9877,2026-07-05T19:12:59Z,abort if we see a multi buffer (#25276)
b9876,2026-07-05T18:29:08Z,"ggml : fix tensor-parallel + -ncmoe crash on MoE models (#25028) Tensor parallelism (-sm tensor) combined with -ncmoe (CPU-offloaded MoE experts) aborts during warm-up on MoE models with GGML_ASSERT(ggml_is_contiguous(tensor)) in ggml-backend-meta.cpp. The failing tensor is the MoE router output (ffn_moe_topk): it is mirrored (GGML_BACKEND_SPLIT_AXIS_MIRRORED, replicated across backends since routing must be identical) and happens to be a non-contiguous view. ggml_backend_meta_buffer_{get,set}_tensor asserted contiguity before consulting the split state, so a mirrored non-contiguous tensor tripped the assert even though the GGML_BACKEND_SPLIT_AXIS_MIRRORED case right below already handles it. Move the split-state lookup above the assert and allow the mirrored case in both get_tensor and set_tensor. Diagnosis credit to the reporter (@nathanmp). Fixes #24886 Signed-off-by: liminfei-amd"
b9874,2026-07-05T15:53:37Z,cuda : concat implementation for quantized types (#25303) | cuda : concat implementation for quantized types | chore : apply am17an clever suggestion to shorten the code --------- Co-authored-by: Stanisław Szymczyk
b9873,2026-07-04T21:09:56Z,"llama : add guard for K/V rotation input when buffer is unallocated (#25215) llm_graph_input_attn_kv::set_input and llm_graph_input_attn_kv_iswa::set_input call set_input_k_rot / set_input_v_rot whenever the rotation tensor pointer is non-null, but the tensor's buffer can be unallocated (NULL) when a graph only stores K/V without attending -- e.g. DFlash speculative decoding's KV-injection pass. set_input_k_rot then calls ggml_backend_buffer_is_host() on a NULL buffer and aborts with GGML_ASSERT(buffer). Guard the four k_rot/v_rot inputs with the same ""&& ->buffer"" check that the adjacent kq_mask inputs already use in these two functions. When the buffer is unallocated there is no data to upload, so skipping is correct. Fixes #25191 Signed-off-by: liminfei-amd"
b9871,2026-07-04T12:17:22Z,ggml : fix broken CPU concat implementation for quantized types (#25247) | ggml : fix broken CPU concat implementation for quantized types | tests : concat tests for quantized types --------- Co-authored-by: Stanisław Szymczyk
b9870,2026-07-03T21:38:29Z,"chat: trim messages sent to StepFun parser (fixes long reasoning loops) (#25238) | chat: trim messages sent to StepFun parser (fixes long reasoning loops) | add regression test; remove duplicate template | chat: trim StepFun content parts before rendering The StepFun trim workaround ran on the already-rendered messages, where typed content parts have been concatenated into a single string, so the per-part whitespace could no longer be reached. Move the trim ahead of rendering and apply it to content_parts text as well as the string content and reasoning_content. Adds a content-parts regression test. Co-Authored-By: Piotr Wilkin Assisted-By: Claude Fable 5 --------- Co-authored-by: tarruda"
b9867,2026-07-03T14:56:03Z,spec: support spec-draft-p-min in DFlash (#25246) | spec: support spec-draft-p-min in DFlash | dflash: add n_min guard | dflash: guard both n_min and n_max
b9866,2026-07-03T14:20:50Z,"cuda: enable topk-moe fusion for 288 experts (#25267) | cuda: enable topk-moe fusion for 288 experts The topk-moe fusion only accepted power-of-2 expert counts (or the special-cased 576), so models with 288 experts (e.g. Step-3.7-Flash) fell back to the unfused per-layer routing chain: softmax/sigmoid, argsort, get_rows, sum_rows, div, clamp, scale. At batch size 1 that is ~330 extra tiny graph nodes per token. 288 is a multiple of the warp size, so the existing kernel already handles it; this adds the missing template instantiation and accepts 288 in the eligibility check. Measured on gfx1151 with Step-3.7-Flash IQ4_XS (llama-bench, -b 4096 -ub 4096 -fa 1 -dio 1 -ctk q8_0 -ctv q8_0; machine idle, before/after paired so pp4096 stays matched as a load control): test | before | after ----------------+----------------+---------------- pp4096 | 460.99 ± 0.45 | 462.47 ± 0.34 (unchanged) tg128 | 19.10 ± 0.04 | 19.56 ± 0.03 (+2.4%) tg128 @ d30000 | 12.68 ± 0.04 | 12.69 ± 0.03 (unchanged) Prompt processing is unaffected (the fusion only touches decode routing). The decode gain is ~+2.4% at shallow context and fades with depth: by 30k tokens each step is attention-bound over the KV cache, so removing the fixed routing overhead is no longer visible. Assisted-By: Claude Fable 5 | Update tests/test-backend-ops.cpp Co-authored-by: Oliver Simons | Add comment for case 288 in topk-moe.cu --------- Co-authored-by: Oliver Simons"
b9864,2026-07-03T11:28:58Z,"server + ui: ping silent SSE streams every 1s and kick only after 3s so slow prefill never drops healthy connections (#25241) | server + ui: ping silent SSE streams every 1s and kick only after 3s so slow prefill never drops healthy connections | server + ui: sse_ping_interval becomes a per-request body field Address review from ngxson: the global default returns to 30 so API clients see no behavior change, and the WebUI sends sse_ping_interval: 1 in the request body since it owns the 3s visibility-kick contract and declares the cadence it needs. Positive values keep the existing > 0 gate, -1 keeps its disabled semantics. | server: move sse_ping_interval into the request schema Address review from ngxson: the field is now a typed field_num with hard limits (-1, INT32_MAX) bound to task_params, seeded from the CLI default alongside the other inherited parameters. The raw json_value read and its redundant comment are gone, and schema evaluation brings type and range validation for free."
b9862,2026-07-03T09:41:11Z,"Remove redundant CUDA copies after gated_delta_net. (#23940) | Remove redundant CUDA copies after gated_delta_net. Currently, GDN writes recurrent state snapshots into its output tail, then the graph immediately copies those snapshots into ssm_states_all. With MTP draft length 3, target decode uses K=4, so that becomes 4 extra ggml_cuda_cpy calls. The change detects that gated_delta_net -> view -> cpy pattern and makes the CUDA GDN kernel write the state snapshot(s) directly into the recurrent cache, skipping the intermediate tail writes and copy kernels when safe. | Address review comments"
b9861,2026-07-03T09:05:43Z,vendor : update cpp-httplib to 0.49.0 (#25218)
b9860,2026-07-02T16:23:41Z,"llama : add llama_model_ftype_name() (#25134) | llama : add llama_model_ftype_name() Expose the model file type (quantization) name, e.g. ""Q8_0"" or ""Q4_K - Medium"", through a new public C API. The returned pointer is valid for the lifetime of the model and nullptr when the model is invalid or the file type is unknown. Signed-off-by: Adrien Gallouët | Export enum Signed-off-by: Adrien Gallouët | s/llama_model_ftype_name/llama_ftype_name/ Signed-off-by: Adrien Gallouët | Move ""(guessed)"" to the front in llama_ftype_name Prepend the ""(guessed)"" label instead of appending it. This allows removing the non-thread-safe static std::string, making the function allocation-free. Signed-off-by: Adrien Gallouët | Add LLAMA_FTYPE_PREFIX Signed-off-by: Adrien Gallouët | Dont check for model Signed-off-by: Adrien Gallouët --------- Signed-off-by: Adrien Gallouët"
b9859,2026-07-01T18:10:10Z,"opencl: allow loading precompiled binary kernels from library (#23042) | opencl: allow loading binary kernel | opencl: add libdl.h | ggml-backend-dl is in ggml, which depends backend libs, thus ggml-opencl cannot depend on ggml-backend-dl | add libdl.h to break cyclic dep | opencl: allow loading bin kernel lib | opencl: load `gemm_moe_mxfp4_f32_ns` from kernel lib if available | opencl: load q8_0 gemm from kernel lib | opencl: load q4_0 moe gemm from kernel lib | opencl: load q4_1 moe gemm from kernel lib | opencl: load q4_k moe gemm from kernel lib | opencl: always declare `get_adreno_bin_kernel_func_t` | opencl: rephrase message | opencl: fix for rebase | opencl: update doc"
b9858,2026-07-01T17:09:39Z,common : use hf primary split as model path (#25194) Fixes #25181
b9857,2026-07-01T14:41:19Z,"hexagon: flash attention rework (optimizations, accuracy improvements, etc) (#25085) | hex-mm: fold mm quant tasks into the main matmul threads | hex-mm: minor formatting fixes | hex-mm: cleanup is_quant checks in dma dispatch | hex-mm: fix dst-spad alignment | hex-mm: move fp kernels in the hvx-mm-kernels header | hex-mm: fuse with ADD | hex-fa: factor out ukernels into separate headers and unify the rest | hex-fa: move kernel-params compute into the host | hex-fa: refactor vtcm alloc for consistency | hex-fa: add support for FA_SELECT | hex-fa: update tracing insrumentation to cover all functions | hex-fa: update hvx fallback thresholds to recover t/g regressions | hex-fa: update tracing instrumentation | hex-fa: improved tracing with additional events | hex-fa: optimize mask processing (fastdiv, etc) | hex-fa: improve mask dma caching | hmx-fa: change loop order to maximize mask cache hits | hex-fa: remove over instrumentation | hex-fa: breakdown QKV prep trace events | hmx-fa: further mask proc optimizations | hex-fa: mask broadcast is the common case, optimize for that | hex-fa: use aligned loads where possible | hex-fa: update loops to use uint32_t indices | hmx-fa: fold vtcm init into q prep task | hex-fa: update rest of the hmx funcs to use uint32_t | hmx-fa: fold build_d into the main softmax loop | hmx-fa: start kv dmas earlier | hmx-fa: start mask dma a bit earlier | hex-fa: precompute rows per task to avoid divs | hmx-fa: specialize fa_o_store for f16 and f32 | hmx-fa: prelim support for Sinks | hmx-fa: keep softmax accumulators in fp32 | hex-fa: add tanh_f16 and exp2_f16 and use that in FA | hex-fa: use fp16 math in the hvx kernel | hex-fa: avoid expensive float -> __fp16 cast for slopes and softcap | hex-fa: replace most vec_exp_f32 with vec_exp2_f16 | hmx-fa: vectorize sinks update | hex-fa: minor formatting | hmx-fa: fold softcap loop into the tile load | hmx-fa: use vectoralias to populate sinks | hex-fa: remove redudant check | hex-fa: fix vtcm size compute to use fp32 for accumulators | hex-mm: fix trailing spaces | hmx-fa: dont use -inf to init mask to avoid conversion overflows | hex-fa: no need to explicitly guard -inf in the f16->f32 converter now | hmx-fa: cleanup fa sinks handling | hex-mm: fixed src2 stride handling when mm is fused with add | hex-fa: make lto happy"
b9856,2026-07-01T11:09:42Z,CUDA: consistent use of __restrict__ + PDL for FA (#25185)
b9855,2026-07-01T10:16:09Z,ggml-cpu: add AVX2 optimization for nvfp4 dot product and use UE4M3 LUT (#23961)
b9852,2026-07-01T05:11:56Z,opencl: initial q1_0 support (#25160) | opencl: general q1_0 support | opencl: add Adreno GEMM/GEMV for q1_0
b9851,2026-06-30T19:35:08Z,cuda : prevent integer truncation and overflow errors when using KQ mask strides in flash_attn_mask_to_KV_max kernel (#24945) Co-authored-by: Stanisław Szymczyk
